Actual_X,Actual_Y,Predicted_Y
"['e', 'u', 'r', 'o', 'p', 'e', 'a']","['य', 'ू', 'र', 'ो', 'प', 'ि', 'य', 'ा']","['य', 'ु', 'र', 'ो', 'प', 'ा']"
"['i', 'n', 'd', 'e', 'p', 'e', 'n', 'd', 'e', 't']","['इ', 'ं', 'ड', 'ि', 'प', 'े', 'न', '्', 'ड', 'े', 'ट']","['इ', 'ं', 'ड', 'े', 'प', 'े', 'ं', 'ड', 'े', 'ट']"
"['k', 'a', 'r', 'y', 'k', 'a', 'r', 't', 'a', 'a', 'o', 'n']","['क', 'ा', 'र', '्', 'य', 'क', 'र', '्', 'त', 'ा', 'ओ', 'ं']","['क', 'ा', 'र', '्', 'य', 'क', 'र', '्', 'त', 'ा', 'ओ', 'ं']"
"['j', 'e', 'h', 'e']","['ज', 'े', 'ह', 'े']","['ज', 'े', 'ह', 'े']"
"['k', 'o', 'n', 't', 'r', 'e', 'k', 't', 'i', 'n', 'g']","['क', 'ॉ', 'न', '्', 'ट', '्', 'र', 'े', 'क', '्', 'ट', 'ि', 'ं', 'ग']","['क', 'ॉ', 'ं', 'ट', '्', 'र', 'क', '्', 'ट', 'ि', 'ं', 'ग']"
"['b', 'a', 'p', 'a', 'a']","['ब', 'ा', 'प', 'ा']","['ब', 'ा', 'प', 'ा']"
"['d', 'r', 'e', 'i', 'j', 'e', 'r']","['ड', '्', 'र', 'े', 'ज', 'र']","['ड', '्', 'र', 'े', 'ज', 'र']"
"['v', 'i', 'p', 'a', 'n', 'n', 't', 'a']","['व', 'ि', 'प', 'न', '्', 'न', 'त', 'ा']","['व', 'ि', 'प', 'न', '्', 'न', 'त', 'ा']"
"['a', 'n', 'y', 'u', 'k', 't', 'a', 'v', 'a', 't', 'h', 'a']","['स', 'ं', 'य', 'ु', 'क', '्', 'त', 'ा', 'व', 'स', '्', 'थ', 'ा']","['स', 'ं', 'य', 'ु', 'क', '्', 'त', 'स', '्', 'व', 'थ', 'थ', 'ा']"
"['j', 'h', 'a', 'o', 'h', 'u', 'e', 'e']","['झ', 'ा', 'ओ', 'ह', 'ु', 'ई']","['झ', 'ा', 'ह', 'ु', 'ई']"
"['t', 'e', 'l', 'o', 'n']","['त', 'े', 'ल', 'ो', 'ं']","['त', 'े', 'ल', 'ो', 'ं']"
"['r', 'i', 'k', 'a', 'i', 'l', 'l', 'e', 'e', 'b', 'r', 'e', 'h', 'a', 'n']","['र', 'ि', 'क', 'ै', 'ल', 'ी', 'ब', '्', 'र', 'े', 'न']","['र', 'ि', 'क', 'ै', 'ल', '्', 'ल', 'े', 'ब', 'र', 'न']"
"['r', 'u', 'k', 't', 'e', 'y']","['र', 'ु', 'क', 'त', 'े']","['र', 'ु', 'क', '्', 'त', 'े']"
"['h', 'a', 'c', 'k', 'e', 'n', 'a', 'c', 'k']","['ह', 'ै', 'क', 'े', 'ं', 'स', 'ै', 'क']","['ह', 'ै', 'क', 'े', 'न', 'स', 'ै', 'क']"
"['y', 'a', 'a', 'd', 'd', 'a', 'a', 'h', 't', 'a']","['य', 'ा', 'द', '्', 'द', 'ा', '्', 'त']","['य', 'ा', 'द', '्', 'ध', '्', 'त']"
"['a', 'n', 'k', 'r', 'u', 't', 'i', 'y', 'o', 'n']","['स', 'ं', 'स', '्', 'क', 'ृ', 'त', 'ि', 'य', 'ो', 'ं']","['स', 'ं', 'स', '्', 'क', '्', 'र', 'त', 'ि', 'य', 'ो', 'ं']"
"['a', 'l', 'a', 'z', 'a', 'r']","['स', 'ा', 'ल', 'ा', 'ज', '़', 'र']","['स', 'ल', 'ा', 'ज', 'ा', 'र']"
"['b', 'u', 'r', 'h', 'a', 'n', 'p', 'u', 'r']","['ब', 'ु', 'र', 'ह', 'ा', 'न', 'प', 'ु', 'र']","['ब', 'ु', 'र', 'ह', 'न', 'प', 'ु', 'र']"
"['h', 'i', 'k', 'a', 'a', 'r', 'i', 'c', 'o']","['ह', 'ि', 'क', 'ा', 'र', 'ि', 'क', 'ो']","['ह', 'ि', 'क', 'ा', 'र', 'ि', 'क', 'ो']"
"['w', 'a', 'a', 'd', 'p', 'r', 'e', 'm', 'i', 'y', 'o', 'n']","['स', '्', 'व', 'ा', 'द', 'प', '्', 'र', 'े', 'म', 'ि', 'य', 'ो', 'ं']","['स', '्', 'व', 'ा', 'द', '्', 'र', 'प', 'े', 'म', 'ि', 'य', 'ो', 'ं']"
"['t', 'a', 'n', 'i']","['त', 'न', 'ी']","['त', 'न', 'ी']"
"['o', 'r', 't', 'e', 'g', 'a']","['ओ', 'र', '्', 'ट', 'े', 'ग', 'ा']","['ओ', 'र', '्', 'ट', 'े', 'ग', 'ा']"
"['a', 'a', 'n', 'k', 'h', 'e', 'n']","['ऑ', 'ं', 'ख', 'े', 'ं']","['आ', 'ँ', 'ख', 'े', 'ं']"
"['b', 'a', 'n', 't', 'a', 't', 'a']","['ब', 'ं', 'ट', 'त', 'ा']","['ब', 'ं', 'ट', 'ा']"
"['t', 'a', 'k', 'e', 'i', 'n', 'i', 'd', 'e', 'r']","['ट', 'े', 'क', 'इ', 'न', 'स', 'ा', 'इ', 'ड', 'र']","['ट', 'े', 'क', 'ि', 'इ', 'ं', 'स', 'र']"
"['m', 'a', 'n']","['म', 'ै', 'न']","['म', 'न']"
"['d', 'u', 'r', 'g', 'h', 'a', 't', 'n', 'a']","['द', 'ु', 'र', '्', 'घ', 'ट', 'न', 'ा']","['द', 'ु', 'र', 'घ', 'ट', '्', 'न', 'ा']"
"['h', 'r', 'a', 'd', 'd', 'h', 'a', 'v', 'a', 'n', 'o', 'n']","['्', 'र', 'द', '्', 'ध', 'ा', 'व', 'ा', 'न', 'ो', 'ं']","['्', 'र', 'द', '्', 'ध', 'व', 'न', 'ो', 'ं']"
"['u', 't', 'h', 'n', 'e', 'e']","['उ', 'ठ', 'न', 'ी']","['उ', 'ठ', 'न', 'ी']"
"['j', 'v', 'a', 'a', 'r', 'o', 'n']","['ज', '्', 'व', 'ा', 'र', 'ो', 'ं']","['ज', '्', 'व', 'र', 'ो', 'ं']"
"['n', 'i', 'e', 'l', 'e', 'n']","['न', 'ी', 'ल', '्', 'स', 'न']","['न', 'ी', 'ल', 'े', 'स', 'न']"
"['f', 'i', 'a', 'd']","['फ', '़', 'ी', 'स', 'द']","['फ', 'ि', 'स', 'ा', 'द']"
"['w', 'a', 'b', 'h', 'a', 'w', 'a', 't', 'a', 'h']","['स', '्', 'व', 'भ', 'ा', 'व', 'त', 'ः']","['स', '्', 'व', 'भ', 'ा', 'व', 'त', 'ः']"
"['b', 'e', 'a', 'n']","['ब', 'ी', 'न']","['ब', 'े', 'न']"
"['f', 'i', 't', 'z', 'g', 'e', 'r', 'a', 'l', 'd']","['फ', 'ि', 'ज', 'र', 'ा', 'ल', '्', 'ड', '़']","['फ', 'ि', 'ट', '्', 'ज', 'र', '्', 'ल', 'ै', 'ं', 'ड']"
"['r', 'o', 'l', 'l', 'i', 'n']","['र', 'ो', 'ल', 'ि', 'ं', 'स']","['र', 'ो', 'ल', 'ि', 'न', '्', 'स']"
"['h', 'r', 'a', 'n', 'k', 'h', 'a', 'l', 'a']","['्', 'र', 'ं', 'ख', 'ल', 'ा']","['्', 'र', 'ं', 'ख', 'ल', 'ा']"
"['r', 'a', 'v', 'a', 'e', 'l']","['र', 'व', 'ै', 'ल']","['र', 'ा', 'व', 'े', 'ल']"
"['h', 'a', 'l', 'i', 'm', 'a', 'r']","['ा', 'ल', 'ी', 'म', 'ा', 'र']","['ा', 'ल', 'ी', 'म', 'ा', 'र']"
"['n', 'o', 'm', 'i', 'n', 'a', 't', 'e']","['न', 'ॉ', 'म', 'ि', 'न', 'े', 'ट']","['न', 'ो', 'म', 'ि', 'न', 'े', 'ट']"
"['b', 'o', 'a', 'a', 'n']","['ब', 'ो', 'स', 'ा', 'न']","['ब', 'ो', 'स', 'ा', 'ँ']"
"['d', 'i', 't', 'r', 'a', 'b', 'y', 'u', 't', 'e', 'r']","['ड', 'ि', 'स', '्', 'ट', '्', 'र', 'ब', '्', 'य', 'ू', 'ट', 'र', '्', 'स']","['ड', 'ि', 'स', '्', 'ट', '्', 'र', 'े', 'ब', '्', 'य', 'ू', 'ट', 'र', '्', 'स']"
"['h', 'a', 'm', 'm', 'o', 'n', 'd']","['ह', 'ै', 'म', 'ं', 'ड']","['ह', 'म', 'म', 'ं', 'ड']"
"['g', 'u', 'l', 'f']","['ग', 'ल', '्', 'फ']","['ग', 'ु', 'ल', '्', 'फ']"
"['a', 'c', 'h', 'a', 'n', 'b', 'h', 'a']","['अ', 'च', 'ं', 'भ', 'ा']","['अ', 'च', 'न', 'भ', 'ा']"
"['k', 'h', 'e', 't', 'r', 'a', 'd', 'w', 'a', 'a', 'r', 'a', 'a']","['क', '्', 'ष', 'े', 'त', '्', 'र', 'द', '्', 'व', 'ा', 'र', 'ा']","['क', '्', 'ष', 'े', 'त', '्', 'र', 'व', 'द', 'द', 'ा', 'र', 'ा']"
"['n', 'i', 't', 'i', 'y', 'o', 'n']","['न', 'ि', 'त', 'ि', 'य', 'ो', 'ं']","['न', 'ि', 'त', 'ि', 'य', 'ो', 'ं']"
"['a', 'v', 't', 'h', 'a', 'y', 'e', 'n']","['अ', 'व', 'स', '्', 'थ', 'ा', 'ए', 'ं']","['अ', 'व', '्', 'स', '्', 'थ', 'य', 'े', 'ं']"
"['d', 'a', 'v', 'a', 'n', 'g', 'e', 'r', 'e']","['द', 'ा', 'व', 'ण', 'ग', 'े', 'र', 'े']","['द', 'ा', 'व', 'ं', 'ग', 'े', 'र', 'े']"
"['k', 'a', 'r', 'n', 'e', 'h', 'w', 'a', 'r', 'd', 'h', 'a', 'm']","['क', 'र', '्', 'ण', 'े', '्', 'व', 'र', 'ध', 'ा', 'म']","['क', 'र', '्', 'े', 'न', '्', 'व', 'र', 'म', 'ध']"
"['p', 'u', 'r', 'o', 'o', 'h', 'o', 't', 't', 'a', 'm', 'a', 'a', 'c', 'h', 'a', 'r', 'y']","['प', 'ु', 'र', 'ू', 'ष', 'ो', 'त', '्', 'त', 'म', 'ा', 'च', 'ा', 'र', '्', 'य']","['प', 'ु', 'र', 'ू', 'ष', 'ो', 'त', '्', 'म', 'ा', 'त', '्', 'र', 'ा', 'य']"
"['a', 'n', 'i', 'h', 't', 'a', 't', 'a']","['अ', 'न', 'ि', 'ष', '्', 'ट', 'त', 'ा']","['अ', 'न', 'ि', '्', 'त', 'त', 'ा']"
"['w', 'a', 'd', 'a', 'r', 'a']","['व', 'द', 'र', 'ा']","['व', 'द', 'र', 'ा']"
"['e', 'n', 'd', 'h', 'a']","['स', 'े', 'ं', 'ध', 'ा']","['स', 'े', 'ं', 'ध', 'ा']"
"['p', 'r', 'a', 'a', 'r', 'a', 'k', 'o', 'n']","['प', '्', 'र', 'स', 'ा', 'र', 'क', 'ो', 'ं']","['प', '्', 'र', 'स', 'ा', 'र', 'क', 'ो', 'ं']"
"['r', 'e', 'n', 'e', 'w', 'a', 'b', 'l', 'e']","['र', 'ि', 'न', '्', 'य', 'ू', 'ए', 'ब', 'ल', '्', 'स']","['र', 'े', 'न', 'े', 'व', 'े', 'ब', 'ल', '्', 'स']"
"['j', 'a', 'g', 'a', 'd', 'e', 'e', 'h', 'a', 'c', 'h', 'a', 'n', 'd', 'r', 'a']","['ज', 'ग', 'द', 'ी', 'च', 'ं', 'द', '्', 'र']","['ज', 'ग', 'द', 'ी', 'न', 'च', 'द', '्', 'र']"
"['u', 't', 'r', 'a', 'p', 'a', 'd', 'a']","['स', 'ू', 'त', '्', 'र', 'प', 'ा', 'ड', 'ा']","['स', 'ू', 'त', '्', 'र', 'प', 'ा', 'द', 'ा']"
"['n', 'e', 'c', 'o']","['न', 'े', 'स', '्', 'क', 'ो']","['न', 'े', 'स', '्', 'क', 'ो']"
"['v', 'i', 'g', 'y', 'a', 'n']","['व', 'ि', 'ज', '्', 'ञ', 'ा', 'न']","['व', 'ि', 'ज', '्', 'ञ', 'ा', 'न']"
"['h', 'a', 'i', 't', 'o']","['ह', 'ै', 'त', 'ो']","['ह', 'ै', 'ट', 'ो']"
"['h', 'a', 't', 't', 'i', 'e', 'b', 'u', 'r', 'g']","['ह', 'ै', 'ट', 'ी', 'ज', '़', 'ब', 'र', '्', 'ग']","['ह', 'ा', 'ट', 'ी', 'स', 'ब', 'र', '्', 'ग']"
"['g', 'a', 'a', 'n', 't', 'h']","['ग', 'ा', 'ं', 'ठ']","['ग', 'ा', 'ं', 'थ']"
"['i', 'k', 't', 'h', 'i', 'y', 'o', 'i']","['इ', 'क', '्', 'थ', 'ि', 'य', 'ो', 'स', 'ि', 'स']","['इ', 'च', '्', 'त', 'ि', 'य', 'ो', 'स', 'ि']"
"['r', 'u', 'k', 'a', 'v', 'a', 't', 'o', 'n']","['र', 'ू', 'क', 'ा', 'व', 'ट', 'ो', 'ं']","['र', 'ु', 'क', 'व', 'ा', 'त', 'ो', 'ं']"
"['d', 'a', 'n', 'b', 'u', 'r', 'y']","['ड', 'े', 'न', 'ब', 'र', 'ी']","['ड', 'ै', 'न', 'ब', 'र', 'ी']"
"['o', 'f', 'f', 'e', 'r', 'h']","['ऑ', 'फ', 'र', 'ः']","['ओ', 'फ', 'र']"
"['c', 'h', 'a', 'l', 'e', 'n', 'g', 'e']","['च', 'ल', 'े', 'ं', 'ग', 'े']","['च', 'ल', 'े', 'ं', 'ग', 'े']"
"['n', 'a', 'x', 'a', 'l', 'i', 'y', 'o', 'n']","['न', 'क', '्', 'स', 'ल', 'ि', 'य', 'ो', 'ं']","['न', 'क', '्', 'स', 'ल', 'ि', 'य', 'ो', 'ं']"
"['r', 'u', 'k', 'w', 'a', 'a', 'k', 'a', 'r']","['र', 'ु', 'क', 'व', 'ा', 'क', 'र']","['र', 'ु', 'क', 'व', 'ा', 'क', 'र']"
"['e', 'p', 'o', 'k', 'l', 'i', 'p']","['ए', 'प', 'ो', 'क', '्', 'ल', 'ि', 'प', '्', 'स']","['ई', 'प', 'ो', 'क', 'ल', 'ि', 'प', '्', 'स']"
"['n', 'i', 't', 'i', 'n']","['न', 'ि', 'त', 'ि', 'न']","['न', 'ि', 'त', 'ि', 'न']"
"['h', 'a', 'r', 'i', 'j', 'a', 'n']","['ह', 'र', 'ि', 'ज', 'न']","['ह', 'र', 'ि', 'ज', 'न']"
"['o', 'f', 'n', 'e', 'r']","['स', 'ॉ', 'फ', '़', '्', 'न', 'र']","['स', 'ो', 'फ', 'न', 'र']"
"['a', 'r', 'k', 'a', 'a']","['स', 'र', 'क', 'ा']","['स', 'र', 'क', 'ा']"
"['p', 'a', 'i', 'l', 'o', 't', 'o', 'n']","['प', 'ा', 'य', 'ल', 'ट', 'ो', 'ं']","['प', 'ै', 'ल', 'ो', 'ट', 'ो', 'ं']"
"['p', 'r', 'e', 'm', 'a', 'a', 't', 'm', 'a', 'k']","['प', '्', 'र', 'े', 'म', 'ा', 'त', '्', 'म', 'क']","['प', '्', 'र', 'े', 'म', 'ा', 'त', '्', 'म', 'क']"
"['h', 'a', 'm', 'i', 'r', 'p', 'u', 'r']","['ह', 'म', 'ी', 'र', 'प', 'ु', 'र']","['ह', 'म', 'ी', 'र', 'प', 'ु', 'र']"
"['p', 'a', 'f', 'i', 'n']","['प', 'फ', 'ि', 'न']","['प', 'फ', 'ि', 'न']"
"['k', 'a', 'a', 'j', 'i']","['क', 'ा', 'ज', 'ी']","['क', 'ा', 'ज', 'ी']"
"['n', 'i', 'h', 'a', 'n', 'd', 'e', 'h']","['न', 'ि', 'ः', 'स', 'ं', 'द', 'े', 'ह']","['न', 'ि', 'ह', 'स', 'ं', 'द', 'े', 'ह']"
"['p', 'a', 'i', 'm', 'a', 'i', 'h']","['प', 'ै', 'म', 'ा', 'इ']","['प', 'ै', 'म', 'े']"
"['k', 'a', 'r', 'y', 'k', 'a', 'r', 't', 'a', 'o', 'n']","['क', 'ा', 'र', '्', 'य', 'क', 'र', '्', 'त', 'ा', 'ओ', 'ं']","['क', 'ा', 'र', '्', 'य', 'क', 'र', '्', 'त', 'ा', 'ओ', 'ं']"
"['a', 'g', 'u', 't', 'a']","['अ', 'ग', 'स', '्', 'त', 'ा']","['अ', 'ग', 'ु', 'स', '्', 'त', 'ा']"
"['a', 'l', 'n', 'k', 'a', 'a', 'r']","['अ', 'ल', 'ं', 'क', 'ा', 'र']","['अ', 'ल', 'ं', 'क', 'ा', 'र']"
"['a', 'v', 'a', 'r', 'o', 'd', 'h', 'a', 'k']","['अ', 'व', 'र', 'ो', 'ध', 'क']","['अ', 'व', 'र', 'ो', 'ध', 'क']"
"['v', 'l', 'a', 'd', 'i', 'm', 'i', 'r']","['व', '्', 'ल', 'ा', 'द', 'ि', 'म', 'ी', 'र']","['व', '्', 'ल', 'ा', 'द', 'ि', 'म', 'ी', 'र']"
"['r', 'a', 't', 'r', 'i', 'c', 'h', 'a', 'r']","['र', 'ा', 'त', '्', 'र', 'ि', 'च', 'र']","['र', 'ा', 'त', '्', 'र', 'ी', 'च', 'ा', 'र']"
"['n', 'u', 'c', 'l', 'e', 'u']","['न', '्', 'य', 'ू', 'क', '्', 'ल', 'ि', 'य', 'स']","['न', '्', 'य', 'ू', 'क', '्', 'ल', 'य', 'ु', 'स']"
"['b', 'r', 'e', 'e', 'd']","['ब', '्', 'र', 'ी', 'द']","['ब', '्', 'र', 'ी', 'ड']"
"['k', 'r', 'e', 'n', 'd', 'r', 'o', 'n']","['क', '्', 'र', 'े', 'न', '्', 'द', '्', 'र', 'ो', 'ं']","['क', '्', 'र', 'े', 'ं', 'द', '्', 'र', 'ो', 'ं']"
"['v', 'e', 'e', 'r', 'a', 'a', 'n', 'g', 'n', 'a', 'a', 'o', 'n']","['व', 'ी', 'र', 'ा', 'ं', 'ग', 'न', 'ा', 'ओ', 'ं']","['व', 'ी', 'र', 'ा', 'ं', 'ग', 'न', 'ा', 'ओ', 'ं']"
"['d', 'h', 'a', 'k', 'e', 'l', 't', 'e']","['ध', 'क', 'े', 'ल', 'त', 'े']","['ढ', 'क', 'े', 'ल', 'त', 'े']"
"['b', 'e', 'e', 'a', 'a', 'e', 'e', 'a', 'a', 'e', 'e', 't', 'e', 'e', 'e', 'm']","['ब', 'ी', 'आ', 'ई', 'आ', 'ई', 'ट', 'ी', 'ए', 'म']","['ब', 'ी', 'अ', 'ई', 'ठ', 'े', 'म']"
"['l', 'i', 'm', 'a']","['ल', 'ि', 'म', 'ा']","['ल', 'ी', 'म', 'ा']"
"['d', 'a', 't', 'a', 'a', 'n', 'a', 'a']","['द', 'स', '्', 'त', 'ा', 'न', 'ा']","['द', 'स', '्', 'त', 'ा', 'न', 'ा']"
"['c', 'e', 'm', 'e', 'n', 't']","['स', 'ि', 'म', 'ट', 'े']","['स', 'ी', 'म', 'े', 'ं', 'ट']"
"['t', 'r', 'i', 'p', 'u', 'r', 'a']","['त', '्', 'र', 'ि', 'प', 'ु', 'र', 'ा']","['त', '्', 'र', 'ि', 'प', 'ु', 'र', 'ा']"
"['r', 'a', 'j', 'a', 't', 'h', 'a', 'n']","['र', 'ा', 'ज', 'स', '्', 'थ', 'ा', 'न']","['र', 'ा', 'ज', '्', 'थ', 'ा', 'न']"
"['v', 'i', 'h', 'v', 'a', 'r', 'a', 'k', 't']","['व', 'ि', '्', 'व', 'र', 'क', '्', 'त']","['व', 'ि', '्', 'व', 'र', 'क', '्', 'त']"
"['h', 'a', 'a', 'b', 'b', 'a', 'n']","['ह', 'ा', 'ब', '्', 'ब', 'न']","['ह', 'ा', 'ब', '्', 'ब', 'न']"
"['w', 'a', 'a', 'r', 't', 'h', 'p', 'a', 'r', 'a', 'k']","['स', '्', 'व', 'ा', 'र', '्', 'थ', 'प', 'र', 'क']","['स', '्', 'व', 'ा', 'र', '्', 'थ', 'प', 'र', 'ा', 'क']"
"['g', 'o', 'n', 'd']","['ग', 'ो', 'ं', 'द']","['ग', 'ॉ', 'न', '्', 'ड']"
"['f', 'a', 'd', 'f', 'a', 'd', 'a', 'a', 'e', 'n']","['फ', 'ड', '़', 'फ', 'ड', '़', 'ा', 'ए', 'ं']","['फ', 'ड', '़', 'फ', 'ड', 'ा', 'ए', 'ं']"
"['p', 'a', 'r', 'i', 'k', 'a', 'l', 'p', 'i', 't']","['प', 'र', 'ि', 'क', 'ल', '्', 'प', 'ि', 'त']","['प', 'र', 'ि', 'क', 'ल', '्', 'प', 'ि', 'त']"
"['t', 'a', 't', 'e']","['स', '्', 'ट', 'े', 'ट']","['स', '्', 'ट', 'े', 'ट']"
"['d', 'u', 'a', 'l']","['ड', '्', 'य', 'ु', 'अ', 'ल']","['ड', 'ु', 'अ', 'ल']"
"['c', 'h', 'h', 'e', 'e', 'n', 'k']","['छ', 'ी', 'ं', 'क']","['छ', 'ी', 'ं', 'क']"
"['b', 'h', 'a', 'l', 'u']","['भ', 'ा', 'ा', 'ल', 'ू']","['भ', 'ा', 'ल', 'ू']"
"['g', 'a', 'l', 'a', 'e', 'g', 'a']","['ग', 'ल', 'ा', 'ए', 'ग', 'ा']","['ग', 'ल', 'ा', 'ए', 'ग', 'ा']"
"['k', 'a', 'r', 'v', 'i']","['क', 'र', '्', 'व', 'ी']","['क', 'र', 'व', 'ी']"
"['l', 'o', 'k', 'o', 't', 'a', 'v']","['ल', 'ो', 'क', 'ो', 'त', '्', 'स', 'व']","['ल', 'ो', 'क', 'ो', 'त', '्', 'स', 'व']"
"['m', 'a', 'u', 'r', 'y', 'a']","['म', 'ौ', 'र', '्', 'य', 'ो', 'ं']","['म', 'ौ', 'र', 'य', 'ा']"
"['b', 'h', 'a', 'p', 'a', 'e', 'e']","['भ', 'प', 'ा', 'ई']","['भ', 'प', 'ा', 'ई']"
"['a', 'c', 'h', 'h', 'i']","['अ', 'च', '्', 'छ', 'ी']","['अ', 'छ', 'ी']"
"['r', 'a', 'c', 'e', 'r']","['र', 'े', 'स', 'र']","['र', 'े', 'स', 'र']"
"['r', 'a', 'k', 't', 'a', 'd', 'a', 'a', 't', 'a', 'a', 'o', 'n']","['र', 'क', '्', 'त', 'द', 'ा', 'त', 'ा', 'ओ', 'ं']","['र', 'क', '्', 'त', 'द', 'ा', 'त', 'ा', 'ओ', 'ं']"
"['d', 'u', 'r', 'g', 'a', 'p', 'u', 'r']","['द', 'ु', 'र', '्', 'ग', 'ा', 'प', 'ु', 'र']","['द', 'ु', 'र', '्', 'ग', 'प', 'ु', 'र']"
"['y', 'u', 'd', 'h', 'r', 'a', 't']","['य', 'ु', 'द', '्', 'ध', 'र', 'त']","['य', 'ु', 'ध', 'र', 'त']"
"['n', 'y', 'o', 'o', 't', 'r', 'i', 'y', 'o']","['न', '्', 'य', 'ू', 'ट', '्', 'र', 'ि', 'य', 'ो']","['न', '्', 'य', 'ू', 'त', '्', 'र', 'ि', 'य', 'ो']"
"['j', 'a', 'd', 'e', 'n']","['ज', 'ड', '़', 'े', 'ं']","['ज', 'ड', '़', 'े', 'ं']"
"['t', 'r', 'a', 'n', 'i', 't', 'o', 'r']","['ट', '्', 'र', 'ा', 'ं', 'ज', 'ि', 'स', '्', 'ट', 'र']","['ट', '्', 'र', 'ा', 'ं', 'स', 'ि', 'स', '्', 'ट', 'र']"
"['p', 'r', 'a', 'h', 'n', 'o', 't', 't', 'a', 'r', 'i']","['प', '्', 'र', '्', 'न', 'ो', 'त', '्', 'त', 'र', 'ी']","['प', '्', 'र', '्', 'न', 'ो', 'त', '्', 'त', 'र', 'ी']"
"['t', 'i', 'd', 'e']","['ट', 'ा', 'इ', 'ड']","['ट', 'ा', 'इ', 'ड']"
"['p', 'r', 'a', 'k', 'a', 'a', 'h', 'i', 't']","['प', '्', 'र', 'क', 'ा', 'ष', 'ि', 'त']","['प', '्', 'र', 'क', 'ा', 'ि', 'त']"
"['w', 'i', 'p', 'k', 'h', 'a']","['व', 'ि', 'प', '्', 'ख']","['व', 'ि', 'प', 'ख', 'ा']"
"['j', 'a', 'g', 'd', 'a', 'l', 'p', 'u', 'r']","['ज', 'ग', 'द', 'ल', 'प', 'ु', 'र']","['ज', 'ग', 'द', 'ल', 'ल', 'प', 'ु', 'र']"
"['a', 'm', 'i', 't']","['अ', 'म', 'ि', 'त']","['ए', 'म', 'ि', 'आ', 'ट']"
"['g', 'e', 'n', 'e', 'v', 'a']","['ज', 'ि', 'न', 'ी', 'व', 'ा']","['ग', 'े', 'न', 'े', 'व', 'ा']"
"['u', 'r', 'b', 'a', 'n', 'd', 'a', 'l', 'e']","['अ', 'र', '्', 'ब', 'न', 'ड', 'े', 'ल']","['अ', 'र', 'ब', 'ा', 'ं', 'द', 'ल', 'े']"
"['v', 'a', 'n', 'g', 'c', 'h', 'u', 'k']","['व', 'ा', 'ं', 'ग', 'च', 'ु', 'क']","['व', 'ा', 'ं', 'ग', 'च', 'ु', 'क']"
"['c', 'a', 'r', 'b', 'o', 'g', 'e', 'n']","['क', 'ा', 'र', '्', 'ब', 'ो', 'ज', 'े', 'न']","['क', 'ा', 'र', '्', 'ब', 'ो', 'ज', 'न']"
"['h', 'a', 'l', 'i', 'a', 'h', 'a', 'r']","['ह', 'ा', 'ल', 'ि', 'ह', 'र']","['ह', 'ल', 'ी', 'स', 'ह', 'र']"
"['v', 'i', 'a', 'n', 'g', 'a', 't', 'i', 'y', 'a', 'a']","['व', 'ि', 'स', 'ं', 'ग', 'त', 'ि', 'य', 'ा']","['व', 'ि', 'स', 'ं', 'ग', 'त', 'ि', 'य', 'ा']"
"['a', 'r', 'y', 'a']","['आ', 'र', '्', 'य', 'ो', 'ं']","['आ', 'र', '्', 'य', 'ा']"
"['g', 'a', 'u', 'r']","['ग', 'ौ', 'र']","['ग', 'ौ', 'र']"
"['a', 'r', 'v', 'j', 'a', 'a', 't', 'i', 'y', 'a']","['स', 'र', '्', 'व', 'ज', 'ा', 'त', 'ी', 'य']","['स', 'र', '्', 'ज', 'व', 'ा', 'य', 'त', 'ा']"
"['p', 'r', 'a', 'd', 'e', 'h']","['प', '्', 'र', 'द', 'े']","['प', '्', 'र', 'द', 'े']"
"['k', 'h', 'h', 'o', 'm', 'c', 'h', 'e']","['ख', 'ो', 'म', 'च', 'े']","['ख', 'ो', 'म', 'च', 'े']"
"['j', 'a', 'd', 'i', 't']","['ज', 'ड', '़', 'ि', 'त']","['ज', 'ड', '़', 'ि', 'त']"
"['k', 'o', 'o', 't', 't', 'a', 'a']","['क', 'ू', 'त', '्', 'त', 'ा']","['क', 'ू', 'ट', 'त', 'ा']"
"['a', 'g', 'v', 'a', 'a', 'i']","['अ', 'ग', 'व', 'ा', 'ई']","['अ', 'ग', 'व', 'ा', 'ई']"
"['v', 'e', 'r', 'o', 'n', 'i', 'c', 'a']","['व', 'े', 'र', 'ो', 'न', 'ि', 'क', 'ा']","['व', 'े', 'र', 'ो', 'न', 'ि', 'क', 'ा']"
"['a', 'm', 'v', 'e', 'd', 'i', 'k', 'a', 'r', 'a', 'n']","['स', 'ं', 'व', 'े', 'द', 'ी', 'क', 'र', 'ण']","['स', 'ं', 'व', 'े', 'द', 'ी', 'क', 'र', 'ण']"
"['g', 'a', 'r', 'u', 'd']","['ग', 'र', 'ु', 'ड', '़']","['ग', 'र', 'र', 'ड', 'ड']"
"['a', 'n', 'k', 'r', 'i', 't', 'i', 'o', 'n']","['स', 'ं', 'स', '्', 'क', 'ृ', 'त', 'ि', 'ओ', 'ं']","['स', 'ं', 'स', '्', 'क', 'ृ', 'त', 'ि', 'य', 'ो', 'ं']"
"['k', 'a', 'm', 'z', 'o', 'r']","['क', 'म', 'ज', '़', 'ो', 'र']","['क', 'म', 'म', 'ज', '़', 'र']"
